"","id","Idescat_code","municipality_name","year","group","group_threat","treat_ever","water_use","water_price","population","shr_left_2011","shr_left_2015","shr_left_2016","shr_14oryounger_2013","shr_65orolder_2013","shr_14oryounger_2016","shr_65orolder_2016","shr_tertiaryedu_2021","shared_basins","index_hydrological_drought"
"1",4,"250030","AGRAMUNT",2013,0,NA,0,41.000178603322,0.604,5599,0.340598290598291,0.50716694772344,0.563097949886105,0.161457403107698,0.179139131987855,0.155844155844156,0.188497217068646,24.1,1,NA
"2",4,"250030","AGRAMUNT",2014,0,NA,0,36.5711695376247,0.633,5515,0.340598290598291,0.50716694772344,0.563097949886105,0.161457403107698,0.179139131987855,0.155844155844156,0.188497217068646,24.1,1,NA
"3",4,"250030","AGRAMUNT",2015,0,NA,0,38.9595702057913,0.633,5491,0.340598290598291,0.50716694772344,0.563097949886105,0.161457403107698,0.179139131987855,0.155844155844156,0.188497217068646,24.1,1,NA
"4",4,"250030","AGRAMUNT",2016,0,NA,0,38.8703153988868,0.633,5390,0.340598290598291,0.50716694772344,0.563097949886105,0.161457403107698,0.179139131987855,0.155844155844156,0.188497217068646,24.1,1,NA
"5",4,"250030","AGRAMUNT",2017,0,NA,0,38.0551341350601,0.633,5405,0.340598290598291,0.50716694772344,0.563097949886105,0.161457403107698,0.179139131987855,0.155844155844156,0.188497217068646,24.1,1,NA
"6",4,"250030","AGRAMUNT",2018,0,NA,0,39.1318375672168,0.633,5393,0.340598290598291,0.50716694772344,0.563097949886105,0.161457403107698,0.179139131987855,0.155844155844156,0.188497217068646,24.1,1,NA
"7",4,"250030","AGRAMUNT",2019,0,NA,0,40.1280953267548,0.743,5371,0.340598290598291,0.50716694772344,0.563097949886105,0.161457403107698,0.179139131987855,0.155844155844156,0.188497217068646,24.1,1,NA
"8",4,"250030","AGRAMUNT",2020,0,NA,0,42.8637959711698,0.743,5411,0.340598290598291,0.50716694772344,0.563097949886105,0.161457403107698,0.179139131987855,0.155844155844156,0.188497217068646,24.1,1,NA
"9",4,"250030","AGRAMUNT",2021,0,NA,0,42.1370790629575,0.743,5464,0.340598290598291,0.50716694772344,0.563097949886105,0.161457403107698,0.179139131987855,0.155844155844156,0.188497217068646,24.1,1,NA
"10",4,"250030","AGRAMUNT",2022,0,NA,0,40.0472713998905,0.743,5479,0.340598290598291,0.50716694772344,0.563097949886105,0.161457403107698,0.179139131987855,0.155844155844156,0.188497217068646,24.1,1,NA
"11",4,"250030","AGRAMUNT",2023,0,NA,0,38.3613079019074,0.843,5505,0.340598290598291,0.50716694772344,0.563097949886105,0.161457403107698,0.179139131987855,0.155844155844156,0.188497217068646,24.1,1,NA
"12",4,"250030","AGRAMUNT",2024,0,NA,0,NA,0.843,5.592,0.340598290598291,0.50716694772344,0.563097949886105,0.161457403107698,0.179139131987855,0.155844155844156,0.188497217068646,24.1,1,NA
"13",21,"430043","ALCANAR",2013,0,NA,0,43.8971027047839,0.528,10389,0.453136715821045,0.65791341376863,0.692033596334945,0.135335450957744,0.194628934449899,0.139456498841374,0.20918474826206,25.9,0,0.521645021645022
"14",21,"430043","ALCANAR",2014,0,NA,0,49.8884767043686,0.528,9637,0.453136715821045,0.65791341376863,0.692033596334945,0.135335450957744,0.194628934449899,0.139456498841374,0.20918474826206,25.9,0,0.521645021645022
"15",21,"430043","ALCANAR",2015,0,NA,0,50.3985212954285,0.528,9603,0.453136715821045,0.65791341376863,0.692033596334945,0.135335450957744,0.194628934449899,0.139456498841374,0.20918474826206,25.9,0,0.521645021645022
"16",21,"430043","ALCANAR",2016,0,NA,0,50.7892353065094,0.528,9494,0.453136715821045,0.65791341376863,0.692033596334945,0.135335450957744,0.194628934449899,0.139456498841374,0.20918474826206,25.9,0,0.521645021645022
"17",21,"430043","ALCANAR",2017,0,NA,0,51.7085063345044,0.528,9393,0.453136715821045,0.65791341376863,0.692033596334945,0.135335450957744,0.194628934449899,0.139456498841374,0.20918474826206,25.9,0,0.521645021645022
"18",21,"430043","ALCANAR",2018,0,NA,0,50.6945330780685,0.528,9402,0.453136715821045,0.65791341376863,0.692033596334945,0.135335450957744,0.194628934449899,0.139456498841374,0.20918474826206,25.9,0,0.521645021645022
"19",21,"430043","ALCANAR",2019,0,NA,0,52.4689955404545,0.528,9418,0.453136715821045,0.65791341376863,0.692033596334945,0.135335450957744,0.194628934449899,0.139456498841374,0.20918474826206,25.9,0,0.521645021645022
"20",21,"430043","ALCANAR",2020,0,NA,0,53.1729913080348,0.528,9434,0.453136715821045,0.65791341376863,0.692033596334945,0.135335450957744,0.194628934449899,0.139456498841374,0.20918474826206,25.9,0,0.521645021645022
"21",21,"430043","ALCANAR",2021,0,NA,0,48.5538156383756,0.447,9579,0.453136715821045,0.65791341376863,0.692033596334945,0.135335450957744,0.194628934449899,0.139456498841374,0.20918474826206,25.9,0,0.521645021645022
"22",21,"430043","ALCANAR",2022,0,NA,0,47.2883895131086,0.447,9612,0.453136715821045,0.65791341376863,0.692033596334945,0.135335450957744,0.194628934449899,0.139456498841374,0.20918474826206,25.9,0,0.521645021645022
"23",21,"430043","ALCANAR",2023,0,NA,0,46.175296766271,0.447,9772,0.453136715821045,0.65791341376863,0.692033596334945,0.135335450957744,0.194628934449899,0.139456498841374,0.20918474826206,25.9,0,0.521645021645022
"24",21,"430043","ALCANAR",2024,0,NA,0,NA,0.447,9.871,0.453136715821045,0.65791341376863,0.692033596334945,0.135335450957744,0.194628934449899,0.139456498841374,0.20918474826206,25.9,0,0.521645021645022
"25",23,"250117","ALCARRAS",2013,0,NA,0,25.9980227786395,0.383,9026,0.310714285714286,0.550775071180006,0.594506685941453,0.169510303567472,0.124085973853313,0.182209314832742,0.121759707432505,21.2,1,NA
"26",23,"250117","ALCARRAS",2014,0,NA,0,33.1673151750973,0.454,9252,0.310714285714286,0.550775071180006,0.594506685941453,0.169510303567472,0.124085973853313,0.182209314832742,0.121759707432505,21.2,1,NA
"27",23,"250117","ALCARRAS",2015,0,NA,0,32.7426376440461,0.454,9372,0.310714285714286,0.550775071180006,0.594506685941453,0.169510303567472,0.124085973853313,0.182209314832742,0.121759707432505,21.2,1,NA
"28",23,"250117","ALCARRAS",2016,0,NA,0,39.1937184037862,0.454,9297,0.310714285714286,0.550775071180006,0.594506685941453,0.169510303567472,0.124085973853313,0.182209314832742,0.121759707432505,21.2,1,NA
"29",23,"250117","ALCARRAS",2017,0,NA,0,38.9174409911353,0.454,9363,0.310714285714286,0.550775071180006,0.594506685941453,0.169510303567472,0.124085973853313,0.182209314832742,0.121759707432505,21.2,1,NA
"30",23,"250117","ALCARRAS",2018,0,NA,0,40.3111865845893,0.454,9422,0.310714285714286,0.550775071180006,0.594506685941453,0.169510303567472,0.124085973853313,0.182209314832742,0.121759707432505,21.2,1,NA
"31",23,"250117","ALCARRAS",2019,0,NA,0,45.691297035947,0.454,9514,0.310714285714286,0.550775071180006,0.594506685941453,0.169510303567472,0.124085973853313,0.182209314832742,0.121759707432505,21.2,1,NA
"32",23,"250117","ALCARRAS",2020,0,NA,0,50.3033893066859,0.454,9707,0.310714285714286,0.550775071180006,0.594506685941453,0.169510303567472,0.124085973853313,0.182209314832742,0.121759707432505,21.2,1,NA
"33",23,"250117","ALCARRAS",2021,0,NA,0,50.6108700144658,0.454,9678,0.310714285714286,0.550775071180006,0.594506685941453,0.169510303567472,0.124085973853313,0.182209314832742,0.121759707432505,21.2,1,NA
"34",23,"250117","ALCARRAS",2022,0,NA,0,50.6930580056034,0.454,9637,0.310714285714286,0.550775071180006,0.594506685941453,0.169510303567472,0.124085973853313,0.182209314832742,0.121759707432505,21.2,1,NA
"35",23,"250117","ALCARRAS",2023,0,NA,0,49.4185,0.454,10000,0.310714285714286,0.550775071180006,0.594506685941453,0.169510303567472,0.124085973853313,0.182209314832742,0.121759707432505,21.2,1,NA
"36",23,"250117","ALCARRAS",2024,0,NA,0,NA,0.454,10.217,0.310714285714286,0.550775071180006,0.594506685941453,0.169510303567472,0.124085973853313,0.182209314832742,0.121759707432505,21.2,1,NA
"37",29,"080039","ALELLA",2013,0,NA,0,61.8302373581011,1.066,9690,0.29301021430002,0.485317149569303,0.504059962523423,0.165634674922601,0.162229102167183,0.159053156146179,0.189161129568106,52.2,0,1.19241573033708
"38",29,"080039","ALELLA",2014,0,NA,0,58.7093565433634,1.082,9651,0.29301021430002,0.485317149569303,0.504059962523423,0.165634674922601,0.162229102167183,0.159053156146179,0.189161129568106,52.2,0,1.19241573033708
"39",29,"080039","ALELLA",2015,0,NA,0,59.8045548654244,1.206,9660,0.29301021430002,0.485317149569303,0.504059962523423,0.165634674922601,0.162229102167183,0.159053156146179,0.189161129568106,52.2,0,1.19241573033708
"40",29,"080039","ALELLA",2016,0,NA,0,58.4303363787375,1.206,9632,0.29301021430002,0.485317149569303,0.504059962523423,0.165634674922601,0.162229102167183,0.159053156146179,0.189161129568106,52.2,0,1.19241573033708
"41",29,"080039","ALELLA",2017,0,NA,0,60.0862337662338,1.304,9625,0.29301021430002,0.485317149569303,0.504059962523423,0.165634674922601,0.162229102167183,0.159053156146179,0.189161129568106,52.2,0,1.19241573033708
"42",29,"080039","ALELLA",2018,0,NA,0,57.2183531339615,1.304,9764,0.29301021430002,0.485317149569303,0.504059962523423,0.165634674922601,0.162229102167183,0.159053156146179,0.189161129568106,52.2,0,1.19241573033708
"43",29,"080039","ALELLA",2019,0,NA,0,60.2120191817162,1.304,9801,0.29301021430002,0.485317149569303,0.504059962523423,0.165634674922601,0.162229102167183,0.159053156146179,0.189161129568106,52.2,0,1.19241573033708
"44",29,"080039","ALELLA",2020,0,NA,0,59.3516760904685,1.304,9904,0.29301021430002,0.485317149569303,0.504059962523423,0.165634674922601,0.162229102167183,0.159053156146179,0.189161129568106,52.2,0,1.19241573033708
"45",29,"080039","ALELLA",2021,0,NA,0,63.1449668474985,1.304,9954,0.29301021430002,0.485317149569303,0.504059962523423,0.165634674922601,0.162229102167183,0.159053156146179,0.189161129568106,52.2,0,1.19241573033708
"46",29,"080039","ALELLA",2022,0,NA,0,58.5316995733704,1.304,10079,0.29301021430002,0.485317149569303,0.504059962523423,0.165634674922601,0.162229102167183,0.159053156146179,0.189161129568106,52.2,0,1.19241573033708
"47",29,"080039","ALELLA",2023,0,NA,0,52.7425321463897,1.304,10110,0.29301021430002,0.485317149569303,0.504059962523423,0.165634674922601,0.162229102167183,0.159053156146179,0.189161129568106,52.2,0,1.19241573033708
"48",29,"080039","ALELLA",2024,0,NA,0,NA,1.304,10.2,0.29301021430002,0.485317149569303,0.504059962523423,0.165634674922601,0.162229102167183,0.159053156146179,0.189161129568106,52.2,0,1.19241573033708
